   I        Q 
1.844076e+01        0 
5.385459e+00        0 
4.912613e+00        0 
2.106924e+01        0 
3.100140e+01        0 
1.847008e+01        0 
8.569033e+00        0 
1.512187e+01        0 
9.418564e+00        0 
1.092941e+01        0 
3.100933e+01        0 
1.928154e+01        0 
1.188358e+01        0 
1.141478e+01        0 
1.031024e+01        0 
1.062287e+01        0 
1.488269e+01        0 
1.162685e+01        0 
1.877904e+01        0 
1.603594e+01        0 
1.311976e+01        0 
1.176168e+01        0 
2.419386e+01        0 
3.197964e+01        0 
3.685397e+00        0 
2.274743e+01        0 
3.675610e+01        0 
4.145506e+01        0 
2.452742e+01        0 
6.700510e+00        0 
5.637276e+00        0 
2.418943e+01        0 
1.672878e+01        0 
1.655995e+01        0 
3.892573e+01        0 
3.830041e+01        0 
1.133435e+01        0 
1.027857e+01        0 
3.646029e+01        0 
3.524134e+01        0 
2.164362e+01        0 
6.062161e+00        0 
2.516101e+01        0 
2.932699e+01        0 
2.462624e+01        0 
1.450297e+01        0 
1.025164e+01        0 
1.225064e+01        0 
3.029747e+01        0 
2.523858e+01        0 
2.371853e+01        0 
4.985605e+00        0 
2.357192e+01        0 
5.732916e+00        0 
3.377177e+01        0 
5.484525e+00        0 
2.235053e+01        0 
8.735506e+00        0 
1.353076e+01        0 
1.586529e+01        0 
1.553014e+01        0 
1.490815e+01        0 
2.633018e+00        0 
1.076315e+01        0 
5.449082e+00        0 
5.928696e+00        0 
1.298048e+01        0 
1.798881e+01        0 
1.658950e+01        0 
1.870946e+01        0 
3.024153e+01        0 
2.134924e+01        0 
2.890234e+01        0 
3.907968e+01        0 
1.799120e+01        0 
1.860380e+01        0 
2.053688e+01        0 
1.234958e+01        0 
8.300514e+00        0 
2.031846e+01        0 
2.217143e+01        0 
1.315752e+01        0 
1.874450e+01        0 
1.467599e+01        0 
3.289736e+01        0 
2.148662e+01        0 
2.280991e+01        0 
2.359378e+01        0 
2.346620e+01        0 
4.023035e+01        0 
1.247377e+01        0 
3.388483e+01        0 
1.412909e+01        0 
1.180812e+01        0 
3.089223e+01        0 
1.700361e+01        0 
1.129148e+01        0 
2.343804e+01        0 
1.562661e+01        0 
2.313354e+01        0 
1.554861e+01        0 
8.425466e+00        0 
1.992898e+01        0 
3.318032e+01        0 
2.598747e+01        0 
2.100997e+01        0 
1.828987e+01        0 
1.974681e+01        0 
1.848520e+01        0 
3.464749e+00        0 
2.448186e+01        0 
1.333141e+01        0 
2.079133e+00        0 
2.340797e+01        0 
3.035327e+01        0 
8.906725e+00        0 
2.679053e+01        0 
1.202902e+01        0 
3.398477e+01        0 
3.443754e+01        0 
1.226293e+01        0 
2.553875e+01        0 
1.680348e+01        0 
1.218112e+01        0 
1.203876e+01        0 
3.452163e+01        0 
2.950925e+01        0 
9.555177e+00        0 
3.267587e+00        0 
2.885341e+01        0 
4.036157e+01        0 
2.411770e+01        0 
1.343939e+01        0 
5.325447e+00        0 
1.693315e+01        0 
2.155622e+01        0 
1.816471e+01        0 
6.950397e+00        0 
2.594023e+01        0 
2.597057e+01        0 
1.644239e+01        0 
2.708293e+01        0 
2.190108e+01        0 
1.611160e+01        0 
1.376096e+01        0 
3.755476e+00        0 
3.945344e+01        0 
2.487422e+01        0 
1.902952e+01        0 
7.473479e+00        0 
2.854834e+01        0 
1.558603e+01        0 
2.267546e+01        0 
2.944274e+01        0 
2.350074e+01        0 
1.789559e+01        0 
2.507315e+01        0 
2.844080e+01        0 
7.620288e+00        0 
1.594923e+01        0 
8.622660e+00        0 
1.664885e+01        0 
2.598485e+01        0 
2.115451e+01        0 
9.558707e+00        0 
2.554466e+01        0 
1.371919e+01        0 
1.229819e+01        0 
2.120615e+01        0 
2.154025e+01        0 
1.242804e+01        0 
2.100645e+01        0 
8.846498e-01        0 
2.288885e+01        0 
3.427433e+01        0 
2.077544e+01        0 
1.428956e+01        0 
7.239125e+00        0 
2.330505e+01        0 
2.579586e+01        0 
2.298745e+01        0 
1.061251e+01        0 
1.617119e+01        0 
3.682192e+01        0 
1.497324e+01        0 
1.725333e+01        0 
1.623987e+01        0 
